Comment,Sentiment
whats with the size of those handles no wonder the cheap ones break ive had the same one for 5 years and it cost 30 bucks at canadian tire lmao,LABEL_0
it is going to be in a curb your series on youtube algorithm ,LABEL_1
 0 27 guys he gonna get bad luck for opening a umbrella indoors,LABEL_0
best umbrella i have ever owned cost dollar20 at target had it for 12 years before i left it in a hotel room never let me down ,LABEL_2
well that is not as much as a nice hp laptop,LABEL_0
r,LABEL_1
it really irritated me how they said wind machine instead of fan ,LABEL_0
plot twist old umbrellas we are built that way to stop people from flying away like mary poppins ,LABEL_1
still my cheap umbrella is better then this dollar350 one almost 27k i would get a laptop with that money ,LABEL_2
it is been a year i would like an update about this umbrella and i will return next year ,LABEL_2
350 that umbrella should last life time ,LABEL_1
did this man really put steel in a umbrella,LABEL_1
i see the the problem it happen too me,LABEL_0
in the winter they will attempt to melt the snow using a sun machine can not wait  elsa ,LABEL_2
dollar350 dollar i need that money gave me please i am poor,LABEL_0
the cheap ones break so you will not go flying,LABEL_0
if i can not pull a mary poppins then i shall not buy it,LABEL_0
my super cheap 5 dollar umbrella pops back too,LABEL_2
now try a tornado,LABEL_1
the used scarecrow naively battle because magic compellingly switch mid a premium line small little sudan,LABEL_1
damnit i do not get to laugh at the presidents umbrella fly away,LABEL_0
sad the president didnt flew away ,LABEL_0
im marry poppins y all,LABEL_1
how about a breathable one that thing could put you in danger image you fly away,LABEL_0
it is a rip off my umbrella was cheap and it went inside out but it is easily fixable,LABEL_1
350 is enough to pay our 4 month foods here,LABEL_1
nothing on this planet is indistructubale,LABEL_0
now we can mary poppins yes,LABEL_2
i think this the umbrella i can use as a parachute,LABEL_1
i thought they were going to hire a professional umbrella holder for this aswell ,LABEL_1
yeah it will not break during a storm but if you but it against a wind machine ,LABEL_1
mary poppins gotta buy that ,LABEL_1
then we brought a boeing 747 engine,LABEL_1
seems like a stupid idea lol if it does not go inside out then the wind is gonna carry you with it ,LABEL_0
i might lost that instead,LABEL_0
dollar350  no thanks ,LABEL_1
she almost went full on mary poppins ,LABEL_1
us wind machine my country electric fan,LABEL_1
gosh 350 dollars for 1 umbrella hmmm idk i do not even use them,LABEL_0
snob in front of a wind machine,LABEL_0
 wind machine better put on my safety glasses ,LABEL_1
they gonna be flyin away like marry poppins,LABEL_1
 im mary poppins yall ,LABEL_1
i also have wind machines fan at home ,LABEL_1
the fact is who uses umbrellas on a windy day ,LABEL_1
clearly they have not seen the kingsman umbrella,LABEL_1
i was waiting for the umbrella expert to opine in the video anyway for dollar350 i could just buy enough umbrellas to last me a lifetime ,LABEL_1
no,LABEL_1
with that umbrella it is more likely that the owner becomes mary poppins than breaking ,LABEL_1
if i can not become mary poppins with this umbrella im not buying it,LABEL_0
huh,LABEL_1
yuukkk,LABEL_1
i swear they test the most random things just to ruin someone is business ,LABEL_0
or you can buy 70 dollar5 umbrellas for the same cost ,LABEL_1
 proceeds to fly like mary poppins ,LABEL_1
i would like one ,LABEL_2
mary poppins would like to know your location,LABEL_1
take me away a far far placeeee ,LABEL_1
but is it bullet proof ,LABEL_1
new toy,LABEL_1
oh it can flip back chinese umbrellas be like am i a joke to you,LABEL_1
i was waiting for one of em to fly,LABEL_1
is this a news channel i wonder that every video,LABEL_1
i think the real question is how the hell did i end up watching this video ,LABEL_0
where is lisa,LABEL_1
as a wise man if i see it is very windy i will not use my umbrella easy,LABEL_0
but can it make me fly like mary poppins ,LABEL_1
400 dollars for an umbrella really ,LABEL_1
me who wears hoodies what ,LABEL_1
i will stick to my 5 dollar umbrella thank you very much ,LABEL_2
but can i use it as a parachute ,LABEL_1
wee,LABEL_1
the wind is soo strong you become mary poppin,LABEL_2
i would rather use the kingsman umbrella,LABEL_1
this umbrella will really fulfill my dreams of flying with it ,LABEL_2
if a fan is a wind machine then i guess my shower is a rain machine,LABEL_1
rad,LABEL_1
the most i will pay for an umbrella is dollar5 ,LABEL_1
the umbrella but the,LABEL_1
more like a demo and behind the scenes of how they exaggerate live weather reports ,LABEL_1
mary poppins amateurs,LABEL_1
 0 16 why is there a phone,LABEL_1
mary poppins umbrella,LABEL_1
mary poppins umbrella seems indestructible,LABEL_1
but can it withstand a missile ,LABEL_1
 0 52 trying to snatch the remote controller from your brother sister,LABEL_1
imagine you got caught in a storm and everyone else around you has their umbrella broken and you are the only one casually walking down the street,LABEL_1
umbrella is a paid actor,LABEL_0
ppl can now become mary poppines,LABEL_1
who else thought the umbrella was gonna break,LABEL_1
it is not everyday you catch a storm which turns your umbrella inside out which is fixable and you wanna sell that thing for dollar350 stupid ,LABEL_0
 this is how marry poppins fly ,LABEL_1
the first,LABEL_1
dude just make it out of bedrock,LABEL_1
time to be mary poppins,LABEL_1
lisa would have confronted the wind,LABEL_1
it is gonna be a shame forgetting that umbrella in the train ,LABEL_0
yes it happy to me to long time ok,LABEL_2
yep this happen to me alot,LABEL_1
honestly it is probably good that it does turn inside out because you could literally be dragged into oncoming traffic ,LABEL_1
my umbrella is made to close inside out,LABEL_1
i would like to buy so expensive but at the same time so useful,LABEL_2
 wind machine me y  you mean a fan ,LABEL_1
good lord 350 urmm no thanx ,LABEL_0
the cheap umbrella stood up pretty well they just snapped it so that the expensive umbrella does not get embarrassed marketing tactics,LABEL_2
i have a similar umbrella that costed me 20dollar,LABEL_0
next thing we know  we have a bunch of mary poppins flying in the neighborhood ,LABEL_1
pog,LABEL_1
give men assurance of security he will jump into active volcano  ,LABEL_1
imagine holding 2 umbrella in the same time  me be like i believe i can fly,LABEL_2
strong wind blows indestructible umbrella to human oh baby let is fly together ,LABEL_2
i live in vegas so this has never happened to me,LABEL_1
me can i fly with it sales men no me then i do not want it,LABEL_0
 show of thumbs of who would actually buy this anyone ,LABEL_1
trump is not a president anymore,LABEL_0
so instead of spending dollar25 on a really nice umbrella and then replacing it with another one in the rare case that it faces wind strong enough to break i will spend enough to buy 14 of those for one that is a tad stronger brilliant this is new york thinking at its finest ,LABEL_2
he at the president anymore,LABEL_1
this is the wind machine also known as the big fan,LABEL_1
if i do not see anyone flying while holding their umbrella like marry poppins  i ai not gonna buy those ,LABEL_0
wait donald trump hair should fly away,LABEL_0
yes,LABEL_1
idiots,LABEL_0
he is asian so he is correct,LABEL_1
uhh now i have to buy an umbrella for the wind too ,LABEL_0
 1 24 i thought that the wind will take her away for good ,LABEL_1
i thought she was going to fly like mary poppins,LABEL_1
in germany we say ohne reden hrrrrrr,LABEL_1
people look that way drive dis girl drunk she gonna break our glass,LABEL_0
finnaly i can fly in the sky without a parachute,LABEL_2
 wind machine bruh,LABEL_1
i am surprised that they did not get an umbrella expert,LABEL_1
i would have lost it if she started flying away,LABEL_0
i do not use umbrella so i do not have to worry about buying a one feel the rain ,LABEL_1
this is how mary poppins was made,LABEL_1
mary poppins might have spent 350 dollars for this ,LABEL_1
for 350 dollars you could buy at least 30 umbrellas,LABEL_1
oh wow how did i get from watching disney videos to here ,LABEL_1
jes,LABEL_1
who spends 350on an umbrella you can get a cheap nintendo switch and zelda botw breath of the wild ,LABEL_1
the first one can become the second mary poppins,LABEL_1
i hate blippi ,LABEL_0
my umbrella always turns inside out in a rainstorm ,LABEL_1
i would rather get my cheap umbrella broken than using this hurricane proof or whatever they call it lifts me away with when the strong wind blows ,LABEL_0
its marry poppins time,LABEL_1
what is the point,LABEL_1
just imagine the umbrella taking her to the street then she gets run over,LABEL_1
vcf,LABEL_1
if i can fly then im truly mary poppins,LABEL_2
poor trump lt ,LABEL_0
km bbc vol documentary the and goop immediately dutifully twiddling,LABEL_1
mr beast time to fly,LABEL_1
im just gonna wait for an umbrella that does not turn inside out so i can use it as a parachute,LABEL_1
i did this for fun as a kid,LABEL_2
 0 44 you think that is strong ah i see your an amateur you have not seen the fans in my pe class yet i see ,LABEL_0
i think that kardashains own one,LABEL_1
 if i can not fly with the umbrella then i ai not buying it ,LABEL_0
humm let say yes,LABEL_2
no,LABEL_1
350dollar i bought mine for 50dollar and i have her for over 5 years now she turned on the other side many times and did not break just another way to milk money off of you what is even the point if it still turns inside out ,LABEL_1
 mary poppins will have the final say in this matter ,LABEL_1
